CustomerID,top_risk_drivers,top_protective_drivers,model_explanation
17754,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, monetary_mean."
17757,"trend_orders_30_vs_90, orders_last_30d, orders_last_90d","frequency_orders, monetary_total, orders_last_60d","Main churn-risk drivers: trend_orders_30_vs_90, orders_last_30d, orders_last_90d. Main factors reducing churn risk: frequency_orders, monetary_total, orders_last_60d."
17758,"orders_last_60d, trend_orders_30_vs_90, monetary_total","trend_spend_30_vs_90, spend_last_60d, frequency_orders","Main churn-risk drivers: orders_last_60d, trend_orders_30_vs_90, monetary_total. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, frequency_orders."
17759,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, monetary_mean."
17760,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
17763,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17764,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17765,"monetary_total, orders_last_60d, frequency_orders","trend_spend_30_vs_90, spend_last_60d, recency_days","Main churn-risk drivers: monetary_total, orders_last_60d, frequency_orders. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, recency_days."
17768,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, orders_last_30d."
17769,"trend_orders_30_vs_90, orders_last_90d","recency_days, trend_spend_30_vs_90, frequency_orders","Main churn-risk drivers: trend_orders_30_vs_90, orders_last_90d. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, frequency_orders."
17770,"orders_last_60d, spend_last_90d, monetary_total","frequency_orders, spend_last_60d, trend_orders_30_vs_90","Main churn-risk drivers: orders_last_60d, spend_last_90d, monetary_total. Main factors reducing churn risk: frequency_orders, spend_last_60d, trend_orders_30_vs_90."
17771,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17774,"orders_last_30d, monetary_total, spend_last_60d","orders_last_60d, recency_days, frequency_orders","Main churn-risk drivers: orders_last_30d, monetary_total, spend_last_60d. Main factors reducing churn risk: orders_last_60d, recency_days, frequency_orders."
17775,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
17777,"frequency_orders, monetary_total, orders_last_30d","recency_days, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_30d. Main factors reducing churn risk: recency_days, trend_orders_30_vs_90, monetary_mean."
17779,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, monetary_mean."
17781,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, recency_days","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, recency_days."
17783,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17786,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17787,"orders_last_60d, trend_orders_30_vs_90, spend_last_90d","trend_spend_30_vs_90, spend_last_60d, frequency_orders","Main churn-risk drivers: orders_last_60d, trend_orders_30_vs_90, spend_last_90d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, frequency_orders."
17788,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, spend_last_60d, trend_spend_30_vs_90","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, spend_last_60d, trend_spend_30_vs_90."
17789,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
17790,"trend_orders_30_vs_90, orders_last_30d, monetary_total","frequency_orders, orders_last_60d, recency_days","Main churn-risk drivers: trend_orders_30_vs_90, orders_last_30d, monetary_total. Main factors reducing churn risk: frequency_orders, orders_last_60d, recency_days."
17795,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, monetary_mean."
17796,"recency_days, orders_last_60d, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: recency_days, orders_last_60d, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17797,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17799,"trend_orders_30_vs_90, orders_last_30d, orders_last_90d","frequency_orders, recency_days, monetary_total","Main churn-risk drivers: trend_orders_30_vs_90, orders_last_30d, orders_last_90d. Main factors reducing churn risk: frequency_orders, recency_days, monetary_total."
17800,"orders_last_30d, monetary_total, trend_orders_30_vs_90","frequency_orders, orders_last_60d, recency_days","Main churn-risk drivers: orders_last_30d, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: frequency_orders, orders_last_60d, recency_days."
17802,"frequency_orders, orders_last_60d, monetary_total","trend_spend_30_vs_90, spend_last_60d, monetary_mean","Main churn-risk drivers: frequency_orders, orders_last_60d, monetary_total. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, monetary_mean."
17809,"trend_orders_30_vs_90, spend_last_90d, monetary_mean","frequency_orders, monetary_total, recency_days","Main churn-risk drivers: trend_orders_30_vs_90, spend_last_90d, monetary_mean. Main factors reducing churn risk: frequency_orders, monetary_total, recency_days."
17811,"orders_last_30d, trend_orders_30_vs_90, orders_last_90d","frequency_orders, orders_last_60d, monetary_total","Main churn-risk drivers: orders_last_30d, trend_orders_30_vs_90, orders_last_90d. Main factors reducing churn risk: frequency_orders, orders_last_60d, monetary_total."
17812,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17816,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17817,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
17819,"orders_last_60d, spend_last_90d, trend_spend_30_vs_90","frequency_orders, monetary_total, spend_last_60d","Main churn-risk drivers: orders_last_60d, spend_last_90d, trend_spend_30_vs_90. Main factors reducing churn risk: frequency_orders, monetary_total, spend_last_60d."
17827,"orders_last_60d, recency_days, spend_last_90d","spend_last_60d, frequency_orders, trend_orders_30_vs_90","Main churn-risk drivers: orders_last_60d, recency_days, spend_last_90d. Main factors reducing churn risk: spend_last_60d, frequency_orders, trend_orders_30_vs_90."
17828,"frequency_orders, monetary_total, orders_last_30d","recency_days, orders_last_60d, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_30d. Main factors reducing churn risk: recency_days, orders_last_60d, monetary_mean."
17829,"frequency_orders, recency_days, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
17830,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
17837,"monetary_total, trend_orders_30_vs_90, frequency_orders","trend_spend_30_vs_90, recency_days, spend_last_60d","Main churn-risk drivers: monetary_total, trend_orders_30_vs_90, frequency_orders. Main factors reducing churn risk: trend_spend_30_vs_90, recency_days, spend_last_60d."
17838,"recency_days, orders_last_60d, frequency_orders","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: recency_days, orders_last_60d, frequency_orders. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
17841,"spend_last_60d, orders_last_30d, orders_last_90d","frequency_orders, orders_last_60d, monetary_total","Main churn-risk drivers: spend_last_60d, orders_last_30d, orders_last_90d. Main factors reducing churn risk: frequency_orders, orders_last_60d, monetary_total."
17843,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17844,"frequency_orders, monetary_total, spend_last_90d","recency_days, spend_last_60d, trend_orders_30_vs_90","Main churn-risk drivers: frequency_orders, monetary_total, spend_last_90d. Main factors reducing churn risk: recency_days, spend_last_60d, trend_orders_30_vs_90."
17848,"trend_orders_30_vs_90, monetary_total, orders_last_90d","frequency_orders, orders_last_60d, recency_days","Main churn-risk drivers: trend_orders_30_vs_90, monetary_total, orders_last_90d. Main factors reducing churn risk: frequency_orders, orders_last_60d, recency_days."
17849,"monetary_total, orders_last_60d, spend_last_90d","spend_last_60d, frequency_orders, trend_orders_30_vs_90","Main churn-risk drivers: monetary_total, orders_last_60d, spend_last_90d. Main factors reducing churn risk: spend_last_60d, frequency_orders, trend_orders_30_vs_90."
17850,"recency_days, orders_last_60d, spend_last_90d","frequency_orders, monetary_total, spend_last_60d","Main churn-risk drivers: recency_days, orders_last_60d, spend_last_90d. Main factors reducing churn risk: frequency_orders, monetary_total, spend_last_60d."
17854,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
17855,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17856,"orders_last_60d, recency_days, frequency_orders","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: orders_last_60d, recency_days, frequency_orders. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
17857,"spend_last_60d, monetary_mean, monetary_median","monetary_total, frequency_orders, spend_last_90d","Main churn-risk drivers: spend_last_60d, monetary_mean, monetary_median. Main factors reducing churn risk: monetary_total, frequency_orders, spend_last_90d."
17858,"orders_last_30d, spend_last_60d, orders_last_90d","frequency_orders, monetary_total, orders_last_60d","Main churn-risk drivers: orders_last_30d, spend_last_60d, orders_last_90d. Main factors reducing churn risk: frequency_orders, monetary_total, orders_last_60d."
17859,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17860,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17861,"trend_orders_30_vs_90, monetary_total, orders_last_90d","frequency_orders, recency_days, trend_spend_30_vs_90","Main churn-risk drivers: trend_orders_30_vs_90, monetary_total, orders_last_90d. Main factors reducing churn risk: frequency_orders, recency_days, trend_spend_30_vs_90."
17862,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
17863,"trend_orders_30_vs_90, spend_last_90d, spend_last_60d","trend_spend_30_vs_90, recency_days, frequency_orders","Main churn-risk drivers: trend_orders_30_vs_90, spend_last_90d, spend_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, recency_days, frequency_orders."
17864,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17865,"spend_last_60d, orders_last_30d, spend_last_30d","frequency_orders, monetary_total, orders_last_60d","Main churn-risk drivers: spend_last_60d, orders_last_30d, spend_last_30d. Main factors reducing churn risk: frequency_orders, monetary_total, orders_last_60d."
17866,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, orders_last_30d."
17867,"trend_orders_30_vs_90, monetary_total, monetary_mean","orders_last_60d, recency_days, trend_spend_30_vs_90","Main churn-risk drivers: trend_orders_30_vs_90, monetary_total, monetary_mean. Main factors reducing churn risk: orders_last_60d, recency_days, trend_spend_30_vs_90."
17869,"monetary_total, orders_last_30d, spend_last_90d","frequency_orders, orders_last_60d, recency_days","Main churn-risk drivers: monetary_total, orders_last_30d, spend_last_90d. Main factors reducing churn risk: frequency_orders, orders_last_60d, recency_days."
17870,"trend_orders_30_vs_90, monetary_total, orders_last_30d","orders_last_60d, frequency_orders, recency_days","Main churn-risk drivers: trend_orders_30_vs_90, monetary_total, orders_last_30d. Main factors reducing churn risk: orders_last_60d, frequency_orders, recency_days."
17871,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
17873,"orders_last_60d, spend_last_90d, trend_spend_30_vs_90","spend_last_60d, frequency_orders, trend_orders_30_vs_90","Main churn-risk drivers: orders_last_60d, spend_last_90d, trend_spend_30_vs_90. Main factors reducing churn risk: spend_last_60d, frequency_orders, trend_orders_30_vs_90."
17874,"orders_last_60d, monetary_total, spend_last_90d","frequency_orders, spend_last_60d, trend_orders_30_vs_90","Main churn-risk drivers: orders_last_60d, monetary_total, spend_last_90d. Main factors reducing churn risk: frequency_orders, spend_last_60d, trend_orders_30_vs_90."
17877,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, orders_last_30d."
17879,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, orders_last_30d."
17880,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
17881,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
17883,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17884,"recency_days, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: recency_days, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17886,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17887,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, spend_last_60d","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, spend_last_60d."
17888,"monetary_total, orders_last_60d, trend_orders_30_vs_90","trend_spend_30_vs_90, spend_last_60d, frequency_orders","Main churn-risk drivers: monetary_total, orders_last_60d, trend_orders_30_vs_90. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, frequency_orders."
17889,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17890,"recency_days, frequency_orders, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: recency_days, frequency_orders, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17891,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, monetary_mean."
17892,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, recency_days","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, recency_days."
17893,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17894,"monetary_total, orders_last_30d, spend_last_90d","frequency_orders, recency_days, trend_orders_30_vs_90","Main churn-risk drivers: monetary_total, orders_last_30d, spend_last_90d. Main factors reducing churn risk: frequency_orders, recency_days, trend_orders_30_vs_90."
17897,"monetary_total, orders_last_60d, frequency_orders","trend_spend_30_vs_90, spend_last_60d, monetary_mean","Main churn-risk drivers: monetary_total, orders_last_60d, frequency_orders. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, monetary_mean."
17898,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17899,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, recency_days","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, recency_days."
17900,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
17905,"orders_last_60d, monetary_total, frequency_orders","trend_spend_30_vs_90, spend_last_60d, recency_days","Main churn-risk drivers: orders_last_60d, monetary_total, frequency_orders. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, recency_days."
17906,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17908,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17912,"recency_days, monetary_total, orders_last_60d","frequency_orders, spend_last_60d, trend_orders_30_vs_90","Main churn-risk drivers: recency_days, monetary_total, orders_last_60d. Main factors reducing churn risk: frequency_orders, spend_last_60d, trend_orders_30_vs_90."
17913,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17917,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17920,"trend_orders_30_vs_90, orders_last_30d, spend_last_60d","frequency_orders, orders_last_60d, recency_days","Main churn-risk drivers: trend_orders_30_vs_90, orders_last_30d, spend_last_60d. Main factors reducing churn risk: frequency_orders, orders_last_60d, recency_days."
17921,"monetary_total, trend_orders_30_vs_90, frequency_orders","trend_spend_30_vs_90, recency_days, monetary_mean","Main churn-risk drivers: monetary_total, trend_orders_30_vs_90, frequency_orders. Main factors reducing churn risk: trend_spend_30_vs_90, recency_days, monetary_mean."
17923,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
17924,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
17925,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
17926,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, orders_last_30d."
17928,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17929,"monetary_total, monetary_mean, frequency_orders","recency_days, trend_orders_30_vs_90, orders_last_60d","Main churn-risk drivers: monetary_total, monetary_mean, frequency_orders. Main factors reducing churn risk: recency_days, trend_orders_30_vs_90, orders_last_60d."
17930,"frequency_orders, orders_last_60d, monetary_total","trend_spend_30_vs_90, spend_last_60d, recency_days","Main churn-risk drivers: frequency_orders, orders_last_60d, monetary_total. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, recency_days."
17931,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, spend_last_60d","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, spend_last_60d."
17932,"frequency_orders, orders_last_60d, monetary_total","trend_spend_30_vs_90, spend_last_60d, monetary_mean","Main churn-risk drivers: frequency_orders, orders_last_60d, monetary_total. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, monetary_mean."
17935,"frequency_orders, monetary_total, trend_orders_30_vs_90","orders_last_60d, recency_days, trend_spend_30_vs_90","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: orders_last_60d, recency_days, trend_spend_30_vs_90."
17937,"orders_last_30d, trend_spend_30_vs_90, monetary_mean","monetary_total, frequency_orders, recency_days","Main churn-risk drivers: orders_last_30d, trend_spend_30_vs_90, monetary_mean. Main factors reducing churn risk: monetary_total, frequency_orders, recency_days."
17939,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, recency_days","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, recency_days."
17940,"monetary_mean, trend_orders_30_vs_90, orders_last_30d","frequency_orders, monetary_total, orders_last_60d","Main churn-risk drivers: monetary_mean, trend_orders_30_vs_90, orders_last_30d. Main factors reducing churn risk: frequency_orders, monetary_total, orders_last_60d."
17941,"frequency_orders, monetary_total, monetary_mean","recency_days, trend_spend_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, monetary_mean. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, orders_last_30d."
17946,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17948,"frequency_orders, monetary_mean, monetary_median","trend_spend_30_vs_90, recency_days, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_mean, monetary_median. Main factors reducing churn risk: trend_spend_30_vs_90, recency_days, orders_last_30d."
17949,"spend_last_60d, orders_last_30d, monetary_mean","monetary_total, spend_last_90d, frequency_orders","Main churn-risk drivers: spend_last_60d, orders_last_30d, monetary_mean. Main factors reducing churn risk: monetary_total, spend_last_90d, frequency_orders."
17950,"recency_days, frequency_orders, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: recency_days, frequency_orders, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
17951,"recency_days, frequency_orders, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: recency_days, frequency_orders, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
